resistance,width1,length1,width2,length2,gate_voltage,drain_voltage,source_voltage,current_source_voltage,power,speed,gain,topology,gate_voltage_num,drain_voltage_num
,10u,448.1n,2u,90n,400m,400m,,1.2,9.217e-21,2612.0,2.033e-06,CS_Current_source_load,0.4,0.4
,10u,448.1n,10u,90n,400m,400m,,1.2,7.656000000000001e-20,10330.0,8.042e-06,CS_Current_source_load,0.4,0.4
,10u,448.1n,50u,90n,400m,400m,,1.2,3.225e-19,48830.0,3.802e-05,CS_Current_source_load,0.4,0.4
,17.1u,448.1n,2u,90n,400m,400m,,1.2,9.217e-21,1778.0,1.249e-06,CS_Current_source_load,0.4,0.4
,17.1u,448.1n,10u,90n,400m,400m,,1.2,7.656000000000001e-20,6171.0,4.335e-06,CS_Current_source_load,0.4,0.4
,17.1u,448.1n,50u,90n,400m,400m,,1.2,3.225e-19,28090.0,1.973e-05,CS_Current_source_load,0.4,0.4
,29.24u,448.1n,2u,90n,400m,400m,,1.2,9.217e-21,1315.0,8.816e-07,CS_Current_source_load,0.4,0.4
,29.24u,448.1n,10u,90n,400m,400m,,1.2,7.656000000000001e-20,3854.0,2.584e-06,CS_Current_source_load,0.4,0.4
,29.24u,448.1n,50u,90n,400m,400m,,1.2,3.225e-19,16520.0,1.108e-05,CS_Current_source_load,0.4,0.4
,50u,448.1n,2u,90n,400m,400m,,1.2,9.217e-21,1045.0,6.678e-07,CS_Current_source_load,0.4,0.4
,50u,448.1n,10u,90n,400m,400m,,1.2,7.656000000000001e-20,2511.0,1.604e-06,CS_Current_source_load,0.4,0.4
,50u,448.1n,50u,90n,400m,400m,,1.2,3.225e-19,9826.0,6.278e-06,CS_Current_source_load,0.4,0.4
,2u,448.1n,2u,90n,500m,400m,,1.2,9.217e-21,6011.0,2.136e-06,CS_Current_source_load,0.5,0.4
,2u,448.1n,10u,90n,500m,400m,,1.2,7.656000000000001e-20,26940.0,9.572e-06,CS_Current_source_load,0.5,0.4
,2u,448.1n,50u,90n,500m,400m,,1.2,3.225e-19,131400.0,4.668e-05,CS_Current_source_load,0.5,0.4
,3.42u,448.1n,2u,90n,500m,400m,,1.2,9.217e-21,3894.0,1.406e-06,CS_Current_source_load,0.5,0.4
,3.42u,448.1n,10u,90n,500m,400m,,1.2,7.656000000000001e-20,16270.0,5.876e-06,CS_Current_source_load,0.5,0.4
,3.42u,448.1n,50u,90n,500m,400m,,1.2,3.225e-19,78080.0,2.819e-05,CS_Current_source_load,0.5,0.4
,5.848u,448.1n,2u,90n,500m,400m,,1.2,9.217e-21,2632.0,9.601e-07,CS_Current_source_load,0.5,0.4
,5.848u,448.1n,10u,90n,500m,400m,,1.2,7.656000000000001e-20,9929.0,3.621e-06,CS_Current_source_load,0.5,0.4
,5.848u,448.1n,50u,90n,500m,400m,,1.2,3.225e-19,46330.0,1.69e-05,CS_Current_source_load,0.5,0.4
,10u,448.1n,2u,90n,500m,400m,,1.2,9.217e-21,1886.0,6.922e-07,CS_Current_source_load,0.5,0.4
,10u,448.1n,10u,90n,500m,400m,,1.2,7.656000000000001e-20,6172.0,2.265e-06,CS_Current_source_load,0.5,0.4
,10u,448.1n,50u,90n,500m,400m,,1.2,3.225e-19,27550.0,1.011e-05,CS_Current_source_load,0.5,0.4
,17.1u,448.1n,2u,90n,500m,400m,,1.2,9.217e-21,1426.0,4.794e-07,CS_Current_source_load,0.5,0.4
,17.1u,448.1n,10u,90n,500m,400m,,1.2,7.656000000000001e-20,3879.0,1.304e-06,CS_Current_source_load,0.5,0.4
,17.1u,448.1n,50u,90n,500m,400m,,1.2,3.225e-19,16120.0,5.418e-06,CS_Current_source_load,0.5,0.4
,29.24u,448.1n,2u,90n,500m,400m,,1.2,9.217e-21,1169.0,3.773e-07,CS_Current_source_load,0.5,0.4
,29.24u,448.1n,10u,90n,500m,400m,,1.2,7.656000000000001e-20,2589.0,8.358e-07,CS_Current_source_load,0.5,0.4
,29.24u,448.1n,50u,90n,500m,400m,,1.2,3.225e-19,9684.0,3.126e-06,CS_Current_source_load,0.5,0.4
,50u,448.1n,2u,90n,500m,400m,,1.2,9.217e-21,1018.0,3.155e-07,CS_Current_source_load,0.5,0.4
,50u,448.1n,10u,90n,500m,400m,,1.2,7.656000000000001e-20,1841.0,5.702e-07,CS_Current_source_load,0.5,0.4
,50u,448.1n,50u,90n,500m,400m,,1.2,3.225e-19,5948.0,1.842e-06,CS_Current_source_load,0.5,0.4
,2u,448.1n,2u,90n,600m,400m,,1.2,9.217e-21,4262.0,9.5e-07,CS_Current_source_load,0.6,0.4
,2u,448.1n,10u,90n,600m,400m,,1.2,7.656000000000001e-20,17480.0,3.895e-06,CS_Current_source_load,0.6,0.4
,2u,448.1n,50u,90n,600m,400m,,1.2,3.225e-19,83390.0,1.859e-05,CS_Current_source_load,0.6,0.4
,3.42u,448.1n,2u,90n,600m,400m,,1.2,9.217e-21,2921.0,6.589e-07,CS_Current_source_load,0.6,0.4
,3.42u,448.1n,10u,90n,600m,400m,,1.2,7.656000000000001e-20,10720.0,2.417e-06,CS_Current_source_load,0.6,0.4
,3.42u,448.1n,50u,90n,600m,400m,,1.2,3.225e-19,49610.0,1.119e-05,CS_Current_source_load,0.6,0.4
,5.848u,448.1n,2u,90n,600m,400m,,1.2,9.217e-21,2126.0,4.831e-07,CS_Current_source_load,0.6,0.4
,5.848u,448.1n,10u,90n,600m,400m,,1.2,7.656000000000001e-20,6710.0,1.524e-06,CS_Current_source_load,0.6,0.4
,5.848u,448.1n,50u,90n,600m,400m,,1.2,3.225e-19,29580.0,6.72e-06,CS_Current_source_load,0.6,0.4
,10u,448.1n,2u,90n,600m,400m,,1.2,9.217e-21,1657.0,3.783e-07,CS_Current_source_load,0.6,0.4
,10u,448.1n,10u,90n,600m,400m,,1.2,7.656000000000001e-20,4347.0,9.92e-07,CS_Current_source_load,0.6,0.4
,10u,448.1n,50u,90n,600m,400m,,1.2,3.225e-19,17760.0,4.054e-06,CS_Current_source_load,0.6,0.4
,17.1u,448.1n,2u,90n,600m,400m,,1.2,9.217e-21,1373.0,2.891e-07,CS_Current_source_load,0.6,0.4
,17.1u,448.1n,10u,90n,600m,400m,,1.2,7.656000000000001e-20,2920.0,6.152e-07,CS_Current_source_load,0.6,0.4
,17.1u,448.1n,50u,90n,600m,400m,,1.2,3.225e-19,10640.0,2.242e-06,CS_Current_source_load,0.6,0.4
,29.24u,448.1n,2u,90n,600m,400m,,1.2,9.217e-21,1212.0,2.459e-07,CS_Current_source_load,0.6,0.4
,29.24u,448.1n,10u,90n,600m,400m,,1.2,7.656000000000001e-20,2110.0,4.284e-07,CS_Current_source_load,0.6,0.4
,29.24u,448.1n,50u,90n,600m,400m,,1.2,3.225e-19,6596.0,1.339e-06,CS_Current_source_load,0.6,0.4
,50u,448.1n,2u,90n,600m,400m,,1.2,9.217e-21,1118.0,2.185e-07,CS_Current_source_load,0.6,0.4
,50u,448.1n,10u,90n,600m,400m,,1.2,7.656000000000001e-20,1640.0,3.205e-07,CS_Current_source_load,0.6,0.4
,50u,448.1n,50u,90n,600m,400m,,1.2,3.225e-19,4243.0,8.294e-07,CS_Current_source_load,0.6,0.4
,2u,448.1n,2u,90n,700m,400m,,1.2,9.217e-21,3472.0,5.623e-07,CS_Current_source_load,0.7000000000000001,0.4
,2u,448.1n,10u,90n,700m,400m,,1.2,7.656000000000001e-20,12610.0,2.042e-06,CS_Current_source_load,0.7000000000000001,0.4
,2u,448.1n,50u,90n,700m,400m,,1.2,3.225e-19,58200.0,9.427e-06,CS_Current_source_load,0.7000000000000001,0.4
,3.42u,448.1n,2u,90n,700m,400m,,1.2,9.217e-21,2542.0,4.157e-07,CS_Current_source_load,0.7000000000000001,0.4
,3.42u,448.1n,10u,90n,700m,400m,,1.2,7.656000000000001e-20,7922.0,1.295e-06,CS_Current_source_load,0.7000000000000001,0.4
,3.42u,448.1n,50u,90n,700m,400m,,1.2,3.225e-19,34760.0,5.685e-06,CS_Current_source_load,0.7000000000000001,0.4
,5.848u,448.1n,2u,90n,700m,400m,,1.2,9.217e-21,1993.0,3.278e-07,CS_Current_source_load,0.7000000000000001,0.4
,5.848u,448.1n,10u,90n,700m,400m,,1.2,7.656000000000001e-20,5152.0,8.475e-07,CS_Current_source_load,0.7000000000000001,0.4
,5.848u,448.1n,50u,90n,700m,400m,,1.2,3.225e-19,20910.0,3.44e-06,CS_Current_source_load,0.7000000000000001,0.4
,10u,448.1n,2u,90n,700m,400m,,1.2,9.217e-21,1669.0,2.756e-07,CS_Current_source_load,0.7000000000000001,0.4
,10u,448.1n,10u,90n,700m,400m,,1.2,7.656000000000001e-20,3521.0,5.814e-07,CS_Current_source_load,0.7000000000000001,0.4
,10u,448.1n,50u,90n,700m,400m,,1.2,3.225e-19,12760.0,2.107e-06,CS_Current_source_load,0.7000000000000001,0.4
,17.1u,448.1n,2u,90n,700m,400m,,1.2,9.217e-21,1477.0,2.26e-07,CS_Current_source_load,0.7000000000000001,0.4
,17.1u,448.1n,10u,90n,700m,400m,,1.2,7.656000000000001e-20,2546.0,3.897e-07,CS_Current_source_load,0.7000000000000001,0.4
,17.1u,448.1n,50u,90n,700m,400m,,1.2,3.225e-19,7884.0,1.206e-06,CS_Current_source_load,0.7000000000000001,0.4
,29.24u,448.1n,2u,90n,700m,400m,,1.2,9.217e-21,1367.0,2.019e-07,CS_Current_source_load,0.7000000000000001,0.4
,29.24u,448.1n,10u,90n,700m,400m,,1.2,7.656000000000001e-20,1989.0,2.939e-07,CS_Current_source_load,0.7000000000000001,0.4
,29.24u,448.1n,50u,90n,700m,400m,,1.2,3.225e-19,5094.0,7.525e-07,CS_Current_source_load,0.7000000000000001,0.4
,50u,448.1n,2u,90n,700m,400m,,1.2,9.217e-21,1304.0,1.858e-07,CS_Current_source_load,0.7000000000000001,0.4
,50u,448.1n,10u,90n,700m,400m,,1.2,7.656000000000001e-20,1665.0,2.374e-07,CS_Current_source_load,0.7000000000000001,0.4
,50u,448.1n,50u,90n,700m,400m,,1.2,3.225e-19,3471.0,4.947e-07,CS_Current_source_load,0.7000000000000001,0.4
,2u,448.1n,2u,90n,800m,400m,,1.2,9.217e-21,3123.0,4.013e-07,CS_Current_source_load,0.8,0.4
,2u,448.1n,10u,90n,800m,400m,,1.2,7.656000000000001e-20,9785.0,1.257e-06,CS_Current_source_load,0.8,0.4
,2u,448.1n,50u,90n,800m,400m,,1.2,3.225e-19,43020.0,5.529e-06,CS_Current_source_load,0.8,0.4
,3.42u,448.1n,2u,90n,800m,400m,,1.2,9.217e-21,2443.0,3.166e-07,CS_Current_source_load,0.8,0.4
,3.42u,448.1n,10u,90n,800m,400m,,1.2,7.656000000000001e-20,6359.0,8.24e-07,CS_Current_source_load,0.8,0.4
,3.42u,448.1n,50u,90n,800m,400m,,1.2,3.225e-19,25890.0,3.355e-06,CS_Current_source_load,0.8,0.4
,5.848u,448.1n,2u,90n,800m,400m,,1.2,9.217e-21,2043.0,2.661e-07,CS_Current_source_load,0.8,0.4
,5.848u,448.1n,10u,90n,800m,400m,,1.2,7.656000000000001e-20,4339.0,5.652e-07,CS_Current_source_load,0.8,0.4
,5.848u,448.1n,50u,90n,800m,400m,,1.2,3.225e-19,15800.0,2.058e-06,CS_Current_source_load,0.8,0.4
,10u,448.1n,2u,90n,800m,400m,,1.2,9.217e-21,1807.0,2.362e-07,CS_Current_source_load,0.8,0.4
,10u,448.1n,10u,90n,800m,400m,,1.2,7.656000000000001e-20,3153.0,4.12e-07,CS_Current_source_load,0.8,0.4
,10u,448.1n,50u,90n,800m,400m,,1.2,3.225e-19,9866.0,1.289e-06,CS_Current_source_load,0.8,0.4
,17.1u,448.1n,2u,90n,800m,400m,,1.2,9.217e-21,1671.0,2.029e-07,CS_Current_source_load,0.8,0.4
,17.1u,448.1n,10u,90n,800m,400m,,1.2,7.656000000000001e-20,2450.0,2.974e-07,CS_Current_source_load,0.8,0.4
,17.1u,448.1n,50u,90n,800m,400m,,1.2,3.225e-19,6337.0,7.693e-07,CS_Current_source_load,0.8,0.4
,29.24u,448.1n,2u,90n,800m,400m,,1.2,9.217e-21,1593.0,1.869e-07,CS_Current_source_load,0.8,0.4
,29.24u,448.1n,10u,90n,800m,400m,,1.2,7.656000000000001e-20,2047.0,2.401e-07,CS_Current_source_load,0.8,0.4
,29.24u,448.1n,50u,90n,800m,400m,,1.2,3.225e-19,4310.0,5.056e-07,CS_Current_source_load,0.8,0.4
,50u,448.1n,2u,90n,800m,400m,,1.2,9.217e-21,1548.0,1.755e-07,CS_Current_source_load,0.8,0.4
,50u,448.1n,10u,90n,800m,400m,,1.2,7.656000000000001e-20,1813.0,2.054e-07,CS_Current_source_load,0.8,0.4
,50u,448.1n,50u,90n,800m,400m,,1.2,3.225e-19,3130.0,3.546e-07,CS_Current_source_load,0.8,0.4
,2u,448.1n,2u,90n,900m,400m,,1.2,9.217e-21,3002.0,3.244e-07,CS_Current_source_load,0.9,0.4
,2u,448.1n,10u,90n,900m,400m,,1.2,7.656000000000001e-20,7983.0,8.627e-07,CS_Current_source_load,0.9,0.4
,2u,448.1n,50u,90n,900m,400m,,1.2,3.225e-19,32840.0,3.548e-06,CS_Current_source_load,0.9,0.4
,3.42u,448.1n,2u,90n,900m,400m,,1.2,9.217e-21,2491.0,2.713e-07,CS_Current_source_load,0.9,0.4
,3.42u,448.1n,10u,90n,900m,400m,,1.2,7.656000000000001e-20,5415.0,5.897e-07,CS_Current_source_load,0.9,0.4
,3.42u,448.1n,50u,90n,900m,400m,,1.2,3.225e-19,20000.0,2.178e-06,CS_Current_source_load,0.9,0.4
,5.848u,448.1n,2u,90n,900m,400m,,1.2,9.217e-21,2191.0,2.397e-07,CS_Current_source_load,0.9,0.4
,5.848u,448.1n,10u,90n,900m,400m,,1.2,7.656000000000001e-20,3904.0,4.272e-07,CS_Current_source_load,0.9,0.4
,5.848u,448.1n,50u,90n,900m,400m,,1.2,3.225e-19,12450.0,1.363e-06,CS_Current_source_load,0.9,0.4
,10u,448.1n,2u,90n,900m,400m,,1.2,9.217e-21,2014.0,2.211e-07,CS_Current_source_load,0.9,0.4
,10u,448.1n,10u,90n,900m,400m,,1.2,7.656000000000001e-20,3018.0,3.312e-07,CS_Current_source_load,0.9,0.4
,10u,448.1n,50u,90n,900m,400m,,1.2,3.225e-19,8022.0,8.806e-07,CS_Current_source_load,0.9,0.4
,17.1u,448.1n,2u,90n,900m,400m,,1.2,9.217e-21,1917.0,1.957e-07,CS_Current_source_load,0.9,0.4
,17.1u,448.1n,10u,90n,900m,400m,,1.2,7.656000000000001e-20,2499.0,2.551e-07,CS_Current_source_load,0.9,0.4
,17.1u,448.1n,50u,90n,900m,400m,,1.2,3.225e-19,5401.0,5.515e-07,CS_Current_source_load,0.9,0.4
,29.24u,448.1n,2u,90n,900m,400m,,1.2,9.217e-21,1860.0,1.837e-07,CS_Current_source_load,0.9,0.4
,29.24u,448.1n,10u,90n,900m,400m,,1.2,7.656000000000001e-20,2199.0,2.171e-07,CS_Current_source_load,0.9,0.4
,29.24u,448.1n,50u,90n,900m,400m,,1.2,3.225e-19,3890.0,3.841e-07,CS_Current_source_load,0.9,0.4
,50u,448.1n,2u,90n,900m,400m,,1.2,9.217e-21,1829.0,1.746e-07,CS_Current_source_load,0.9,0.4
,50u,448.1n,10u,90n,900m,400m,,1.2,7.656000000000001e-20,2026.0,1.934e-07,CS_Current_source_load,0.9,0.4
,50u,448.1n,50u,90n,900m,400m,,1.2,3.225e-19,3011.0,2.874e-07,CS_Current_source_load,0.9,0.4
,2u,448.1n,2u,90n,700m,660.4m,,1.2,2.412e-15,3481.0,5.639e-07,CS_Current_source_load,0.7000000000000001,0.6604
,2u,448.1n,10u,90n,700m,660.4m,,1.2,1.816e-14,12620.0,2.044e-06,CS_Current_source_load,0.7000000000000001,0.6604
,2u,448.1n,50u,90n,700m,660.4m,,1.2,7.62e-14,58220.0,9.429e-06,CS_Current_source_load,0.7000000000000001,0.6604
,3.42u,448.1n,2u,90n,700m,660.4m,,1.2,2.412e-15,2548.0,4.166e-07,CS_Current_source_load,0.7000000000000001,0.6604
,3.42u,448.1n,10u,90n,700m,660.4m,,1.2,1.816e-14,7898.0,1.292e-06,CS_Current_source_load,0.7000000000000001,0.6604
,3.42u,448.1n,50u,90n,700m,660.4m,,1.2,7.62e-14,34770.0,5.686e-06,CS_Current_source_load,0.7000000000000001,0.6604
,5.848u,448.1n,2u,90n,700m,660.4m,,1.2,2.412e-15,1996.0,3.283e-07,CS_Current_source_load,0.7000000000000001,0.6604
,5.848u,448.1n,10u,90n,700m,660.4m,,1.2,1.816e-14,5140.0,8.456e-07,CS_Current_source_load,0.7000000000000001,0.6604
,5.848u,448.1n,50u,90n,700m,660.4m,,1.2,7.62e-14,20920.0,3.441e-06,CS_Current_source_load,0.7000000000000001,0.6604
,10u,448.1n,2u,90n,700m,660.4m,,1.2,2.412e-15,1671.0,2.759e-07,CS_Current_source_load,0.7000000000000001,0.6604
,10u,448.1n,10u,90n,700m,660.4m,,1.2,1.816e-14,3514.0,5.802e-07,CS_Current_source_load,0.7000000000000001,0.6604
,10u,448.1n,50u,90n,700m,660.4m,,1.2,7.62e-14,12760.0,2.108e-06,CS_Current_source_load,0.7000000000000001,0.6604
,17.1u,448.1n,2u,90n,700m,660.4m,,1.2,2.412e-15,1478.0,2.261e-07,CS_Current_source_load,0.7000000000000001,0.6604
,17.1u,448.1n,10u,90n,700m,660.4m,,1.2,1.816e-14,2548.0,3.899e-07,CS_Current_source_load,0.7000000000000001,0.6604
,17.1u,448.1n,50u,90n,700m,660.4m,,1.2,7.62e-14,7885.0,1.207e-06,CS_Current_source_load,0.7000000000000001,0.6604
,29.24u,448.1n,2u,90n,700m,660.4m,,1.2,2.412e-15,1368.0,2.02e-07,CS_Current_source_load,0.7000000000000001,0.6604
,29.24u,448.1n,10u,90n,700m,660.4m,,1.2,1.816e-14,1990.0,2.94e-07,CS_Current_source_load,0.7000000000000001,0.6604
,29.24u,448.1n,50u,90n,700m,660.4m,,1.2,7.62e-14,5095.0,7.526e-07,CS_Current_source_load,0.7000000000000001,0.6604
,50u,448.1n,2u,90n,700m,660.4m,,1.2,2.412e-15,1304.0,1.859e-07,CS_Current_source_load,0.7000000000000001,0.6604
,50u,448.1n,10u,90n,700m,660.4m,,1.2,1.816e-14,1666.0,2.374e-07,CS_Current_source_load,0.7000000000000001,0.6604
,50u,448.1n,50u,90n,700m,660.4m,,1.2,7.62e-14,3471.0,4.947e-07,CS_Current_source_load,0.7000000000000001,0.6604
,2u,448.1n,2u,90n,800m,660.4m,,1.2,2.412e-15,3130.0,4.022e-07,CS_Current_source_load,0.8,0.6604
,2u,448.1n,10u,90n,800m,660.4m,,1.2,1.816e-14,9793.0,1.258e-06,CS_Current_source_load,0.8,0.6604
,2u,448.1n,50u,90n,800m,660.4m,,1.2,7.62e-14,43030.0,5.53e-06,CS_Current_source_load,0.8,0.6604
,3.42u,448.1n,2u,90n,800m,660.4m,,1.2,2.412e-15,2447.0,3.171e-07,CS_Current_source_load,0.8,0.6604
,3.42u,448.1n,10u,90n,800m,660.4m,,1.2,1.816e-14,6363.0,8.246e-07,CS_Current_source_load,0.8,0.6604
,3.42u,448.1n,50u,90n,800m,660.4m,,1.2,7.62e-14,25900.0,3.356e-06,CS_Current_source_load,0.8,0.6604
,5.848u,448.1n,2u,90n,800m,660.4m,,1.2,2.412e-15,2045.0,2.664e-07,CS_Current_source_load,0.8,0.6604
,5.848u,448.1n,10u,90n,800m,660.4m,,1.2,1.816e-14,4342.0,5.656e-07,CS_Current_source_load,0.8,0.6604
,5.848u,448.1n,50u,90n,800m,660.4m,,1.2,7.62e-14,15800.0,2.058e-06,CS_Current_source_load,0.8,0.6604
,10u,448.1n,2u,90n,800m,660.4m,,1.2,2.412e-15,1809.0,2.364e-07,CS_Current_source_load,0.8,0.6604
,10u,448.1n,10u,90n,800m,660.4m,,1.2,1.816e-14,3154.0,4.122e-07,CS_Current_source_load,0.8,0.6604
,10u,448.1n,50u,90n,800m,660.4m,,1.2,7.62e-14,9868.0,1.29e-06,CS_Current_source_load,0.8,0.6604
,17.1u,448.1n,2u,90n,800m,660.4m,,1.2,2.412e-15,1672.0,2.03e-07,CS_Current_source_load,0.8,0.6604
,17.1u,448.1n,10u,90n,800m,660.4m,,1.2,1.816e-14,2446.0,2.97e-07,CS_Current_source_load,0.8,0.6604
,17.1u,448.1n,50u,90n,800m,660.4m,,1.2,7.62e-14,6338.0,7.695e-07,CS_Current_source_load,0.8,0.6604
,29.24u,448.1n,2u,90n,800m,660.4m,,1.2,2.412e-15,1593.0,1.869e-07,CS_Current_source_load,0.8,0.6604
,29.24u,448.1n,10u,90n,800m,660.4m,,1.2,1.816e-14,2047.0,2.401e-07,CS_Current_source_load,0.8,0.6604
,29.24u,448.1n,50u,90n,800m,660.4m,,1.2,7.62e-14,4310.0,5.057e-07,CS_Current_source_load,0.8,0.6604
,50u,448.1n,2u,90n,800m,660.4m,,1.2,2.412e-15,1549.0,1.755e-07,CS_Current_source_load,0.8,0.6604
,50u,448.1n,10u,90n,800m,660.4m,,1.2,1.816e-14,1813.0,2.054e-07,CS_Current_source_load,0.8,0.6604
,50u,448.1n,50u,90n,800m,660.4m,,1.2,7.62e-14,3130.0,3.547e-07,CS_Current_source_load,0.8,0.6604
,2u,448.1n,2u,90n,900m,660.4m,,1.2,2.412e-15,3007.0,3.25e-07,CS_Current_source_load,0.9,0.6604
,2u,448.1n,10u,90n,900m,660.4m,,1.2,1.816e-14,7989.0,8.633e-07,CS_Current_source_load,0.9,0.6604
,2u,448.1n,50u,90n,900m,660.4m,,1.2,7.62e-14,32840.0,3.549e-06,CS_Current_source_load,0.9,0.6604
,3.42u,448.1n,2u,90n,900m,660.4m,,1.2,2.412e-15,2494.0,2.716e-07,CS_Current_source_load,0.9,0.6604
,3.42u,448.1n,10u,90n,900m,660.4m,,1.2,1.816e-14,5418.0,5.9e-07,CS_Current_source_load,0.9,0.6604
,3.42u,448.1n,50u,90n,900m,660.4m,,1.2,7.62e-14,20000.0,2.178e-06,CS_Current_source_load,0.9,0.6604
,5.848u,448.1n,2u,90n,900m,660.4m,,1.2,2.412e-15,2193.0,2.399e-07,CS_Current_source_load,0.9,0.6604
,5.848u,448.1n,10u,90n,900m,660.4m,,1.2,1.816e-14,3906.0,4.274e-07,CS_Current_source_load,0.9,0.6604
,5.848u,448.1n,50u,90n,900m,660.4m,,1.2,7.62e-14,12450.0,1.363e-06,CS_Current_source_load,0.9,0.6604
,10u,448.1n,2u,90n,900m,660.4m,,1.2,2.412e-15,2016.0,2.212e-07,CS_Current_source_load,0.9,0.6604
,10u,448.1n,10u,90n,900m,660.4m,,1.2,1.816e-14,3019.0,3.314e-07,CS_Current_source_load,0.9,0.6604
,10u,448.1n,50u,90n,900m,660.4m,,1.2,7.62e-14,8024.0,8.808e-07,CS_Current_source_load,0.9,0.6604
,17.1u,448.1n,2u,90n,900m,660.4m,,1.2,2.412e-15,1918.0,1.958e-07,CS_Current_source_load,0.9,0.6604
,17.1u,448.1n,10u,90n,900m,660.4m,,1.2,1.816e-14,2499.0,2.552e-07,CS_Current_source_load,0.9,0.6604
,17.1u,448.1n,50u,90n,900m,660.4m,,1.2,7.62e-14,5402.0,5.516e-07,CS_Current_source_load,0.9,0.6604
,29.24u,448.1n,2u,90n,900m,660.4m,,1.2,2.412e-15,1861.0,1.837e-07,CS_Current_source_load,0.9,0.6604
,29.24u,448.1n,10u,90n,900m,660.4m,,1.2,1.816e-14,2201.0,2.173e-07,CS_Current_source_load,0.9,0.6604
,29.24u,448.1n,50u,90n,900m,660.4m,,1.2,7.62e-14,3891.0,3.841e-07,CS_Current_source_load,0.9,0.6604
,50u,448.1n,2u,90n,900m,660.4m,,1.2,2.412e-15,1829.0,1.746e-07,CS_Current_source_load,0.9,0.6604
,50u,448.1n,10u,90n,900m,660.4m,,1.2,1.816e-14,2027.0,1.934e-07,CS_Current_source_load,0.9,0.6604
,50u,448.1n,50u,90n,900m,660.4m,,1.2,7.62e-14,3011.0,2.874e-07,CS_Current_source_load,0.9,0.6604
,2u,448.1n,2u,300n,400m,400m,,400m,4.326e-10,161900.0,0.00012,CS_Current_source_load,0.4,0.4
,2u,448.1n,10u,300n,400m,400m,,400m,2.17e-09,810000.0,0.0006008,CS_Current_source_load,0.4,0.4
,2u,448.1n,50u,300n,400m,400m,,400m,8.861e-09,3312000.0,0.00246,CS_Current_source_load,0.4,0.4
,3.42u,448.1n,2u,300n,400m,400m,,400m,4.326e-10,96530.0,7.335e-05,CS_Current_source_load,0.4,0.4
,3.42u,448.1n,10u,300n,400m,400m,,400m,2.17e-09,481300.0,0.0003658,CS_Current_source_load,0.4,0.4
,3.42u,448.1n,50u,300n,400m,400m,,400m,8.862e-09,1967000.0,0.001496,CS_Current_source_load,0.4,0.4
,5.848u,448.1n,2u,300n,400m,400m,,400m,4.326e-10,57270.0,4.418e-05,CS_Current_source_load,0.4,0.4
,5.848u,448.1n,10u,300n,400m,400m,,400m,2.17e-09,284400.0,0.0002194,CS_Current_source_load,0.4,0.4
,5.848u,448.1n,50u,300n,400m,400m,,400m,8.862e-09,1161000.0,0.0008963,CS_Current_source_load,0.4,0.4
,10u,448.1n,2u,300n,400m,400m,,400m,4.326e-10,33960.0,2.644e-05,CS_Current_source_load,0.4,0.4
,10u,448.1n,10u,300n,400m,400m,,400m,2.17e-09,167500.0,0.0001304,CS_Current_source_load,0.4,0.4
,10u,448.1n,50u,300n,400m,400m,,400m,8.862e-09,682900.0,0.000532,CS_Current_source_load,0.4,0.4
,17.1u,448.1n,2u,300n,400m,400m,,400m,4.326e-10,19620.0,1.379e-05,CS_Current_source_load,0.4,0.4
,17.1u,448.1n,10u,300n,400m,400m,,400m,2.17e-09,95650.0,6.72e-05,CS_Current_source_load,0.4,0.4
,17.1u,448.1n,50u,300n,400m,400m,,400m,8.862e-09,389000.0,0.0002734,CS_Current_source_load,0.4,0.4
,29.24u,448.1n,2u,300n,400m,400m,,400m,4.326e-10,11630.0,7.799e-06,CS_Current_source_load,0.4,0.4
,29.24u,448.1n,10u,300n,400m,400m,,400m,2.17e-09,55580.0,3.727e-05,CS_Current_source_load,0.4,0.4
,29.24u,448.1n,50u,300n,400m,400m,,400m,8.862e-09,225200.0,0.000151,CS_Current_source_load,0.4,0.4
,50u,448.1n,2u,300n,400m,400m,,400m,4.326e-10,7002.0,4.474e-06,CS_Current_source_load,0.4,0.4
,50u,448.1n,10u,300n,400m,400m,,400m,2.17e-09,32370.0,2.068e-05,CS_Current_source_load,0.4,0.4
,50u,448.1n,50u,300n,400m,400m,,400m,8.862e-09,130300.0,8.325e-05,CS_Current_source_load,0.4,0.4
,2u,448.1n,2u,300n,500m,400m,,400m,4.326e-10,91040.0,3.235e-05,CS_Current_source_load,0.5,0.4
,2u,448.1n,10u,300n,500m,400m,,400m,2.17e-09,453300.0,0.0001611,CS_Current_source_load,0.5,0.4
,2u,448.1n,50u,300n,500m,400m,,400m,8.862e-09,1851000.0,0.0006581,CS_Current_source_load,0.5,0.4
,3.42u,448.1n,2u,300n,500m,400m,,400m,4.326e-10,54220.0,1.958e-05,CS_Current_source_load,0.5,0.4
,3.42u,448.1n,10u,300n,500m,400m,,400m,2.17e-09,268600.0,9.699e-05,CS_Current_source_load,0.5,0.4
,3.42u,448.1n,50u,300n,500m,400m,,400m,8.862e-09,1096000.0,0.0003959,CS_Current_source_load,0.5,0.4
,5.848u,448.1n,2u,300n,500m,400m,,400m,4.326e-10,32270.0,1.177e-05,CS_Current_source_load,0.5,0.4
,5.848u,448.1n,10u,300n,500m,400m,,400m,2.17e-09,158400.0,5.778e-05,CS_Current_source_load,0.5,0.4
