resistance,width1,length1,width2,length2,gate_voltage,drain_voltage,source_voltage,current_source_voltage,power,speed,gain,topology,gate_voltage_num,drain_voltage_num
,17.1u,90n,10u,90n,700m,400m,,1.2,7.656000000000001e-20,9794.0,1.343e-07,CS_Current_source_load,0.7000000000000001,0.4
,17.1u,90n,50u,90n,700m,400m,,1.2,3.225e-19,40000.0,5.487e-07,CS_Current_source_load,0.7000000000000001,0.4
,29.24u,90n,2u,90n,700m,400m,,1.2,9.217e-21,3070.0,3.946e-08,CS_Current_source_load,0.7000000000000001,0.4
,29.24u,90n,10u,90n,700m,400m,,1.2,7.656000000000001e-20,6548.0,8.416e-08,CS_Current_source_load,0.7000000000000001,0.4
,29.24u,90n,50u,90n,700m,400m,,1.2,3.225e-19,23900.0,3.072e-07,CS_Current_source_load,0.7000000000000001,0.4
,50u,90n,2u,90n,700m,400m,,1.2,9.217e-21,2671.0,3.203e-08,CS_Current_source_load,0.7000000000000001,0.4
,50u,90n,10u,90n,700m,400m,,1.2,7.656000000000001e-20,4664.0,5.593e-08,CS_Current_source_load,0.7000000000000001,0.4
,50u,90n,50u,90n,700m,400m,,1.2,3.225e-19,14610.0,1.752e-07,CS_Current_source_load,0.7000000000000001,0.4
,2u,90n,2u,90n,800m,400m,,1.2,9.217e-21,10860.0,1.19e-07,CS_Current_source_load,0.8,0.4
,2u,90n,10u,90n,800m,400m,,1.2,7.656000000000001e-20,45320.0,4.965e-07,CS_Current_source_load,0.8,0.4
,2u,90n,50u,90n,800m,400m,,1.2,3.225e-19,217200.0,2.38e-06,CS_Current_source_load,0.8,0.4
,3.42u,90n,2u,90n,800m,400m,,1.2,9.217e-21,7356.0,8.281e-08,CS_Current_source_load,0.8,0.4
,3.42u,90n,10u,90n,800m,400m,,1.2,7.656000000000001e-20,27670.0,3.115e-07,CS_Current_source_load,0.8,0.4
,3.42u,90n,50u,90n,800m,400m,,1.2,3.225e-19,129000.0,1.452e-06,CS_Current_source_load,0.8,0.4
,5.848u,90n,2u,90n,800m,400m,,1.2,9.217e-21,5283.0,6.062e-08,CS_Current_source_load,0.8,0.4
,5.848u,90n,10u,90n,800m,400m,,1.2,7.656000000000001e-20,17210.0,1.975e-07,CS_Current_source_load,0.8,0.4
,5.848u,90n,50u,90n,800m,400m,,1.2,3.225e-19,76800.0,8.813e-07,CS_Current_source_load,0.8,0.4
,10u,90n,2u,90n,800m,400m,,1.2,9.217e-21,4061.0,4.72e-08,CS_Current_source_load,0.8,0.4
,10u,90n,10u,90n,800m,400m,,1.2,7.656000000000001e-20,11070.0,1.286e-07,CS_Current_source_load,0.8,0.4
,10u,90n,50u,90n,800m,400m,,1.2,3.225e-19,46020.0,5.349e-07,CS_Current_source_load,0.8,0.4
,17.1u,90n,2u,90n,800m,400m,,1.2,9.217e-21,3258.0,3.337e-08,CS_Current_source_load,0.8,0.4
,17.1u,90n,10u,90n,800m,400m,,1.2,7.656000000000001e-20,7227.0,7.403e-08,CS_Current_source_load,0.8,0.4
,17.1u,90n,50u,90n,800m,400m,,1.2,3.225e-19,27030.0,2.769e-07,CS_Current_source_load,0.8,0.4
,29.24u,90n,2u,90n,800m,400m,,1.2,9.217e-21,2815.0,2.715e-08,CS_Current_source_load,0.8,0.4
,29.24u,90n,10u,90n,800m,400m,,1.2,7.656000000000001e-20,5099.0,4.917e-08,CS_Current_source_load,0.8,0.4
,29.24u,90n,50u,90n,800m,400m,,1.2,3.225e-19,16490.0,1.59e-07,CS_Current_source_load,0.8,0.4
,50u,90n,2u,90n,800m,400m,,1.2,9.217e-21,2547.0,2.304e-08,CS_Current_source_load,0.8,0.4
,50u,90n,10u,90n,800m,400m,,1.2,7.656000000000001e-20,3858.0,3.489e-08,CS_Current_source_load,0.8,0.4
,50u,90n,50u,90n,800m,400m,,1.2,3.225e-19,10400.0,9.406e-08,CS_Current_source_load,0.8,0.4
,2u,90n,2u,90n,900m,400m,,1.2,9.217e-21,8319.0,7.438e-08,CS_Current_source_load,0.9,0.4
,2u,90n,10u,90n,900m,400m,,1.2,7.656000000000001e-20,32180.0,2.877e-07,CS_Current_source_load,0.9,0.4
,2u,90n,50u,90n,900m,400m,,1.2,3.225e-19,151200.0,1.352e-06,CS_Current_source_load,0.9,0.4
,3.42u,90n,2u,90n,900m,400m,,1.2,9.217e-21,5891.0,5.403e-08,CS_Current_source_load,0.9,0.4
,3.42u,90n,10u,90n,900m,400m,,1.2,7.656000000000001e-20,19940.0,1.829e-07,CS_Current_source_load,0.9,0.4
,3.42u,90n,50u,90n,900m,400m,,1.2,3.225e-19,90020.0,8.257e-07,CS_Current_source_load,0.9,0.4
,5.848u,90n,2u,90n,900m,400m,,1.2,9.217e-21,4458.0,4.164e-08,CS_Current_source_load,0.9,0.4
,5.848u,90n,10u,90n,900m,400m,,1.2,7.656000000000001e-20,12710.0,1.187e-07,CS_Current_source_load,0.9,0.4
,5.848u,90n,50u,90n,900m,400m,,1.2,3.225e-19,53870.0,5.032e-07,CS_Current_source_load,0.9,0.4
,10u,90n,2u,90n,900m,400m,,1.2,9.217e-21,3614.0,3.417e-08,CS_Current_source_load,0.9,0.4
,10u,90n,10u,90n,900m,400m,,1.2,7.656000000000001e-20,8451.0,7.991e-08,CS_Current_source_load,0.9,0.4
,10u,90n,50u,90n,900m,400m,,1.2,3.225e-19,32590.0,3.081e-07,CS_Current_source_load,0.9,0.4
,17.1u,90n,2u,90n,900m,400m,,1.2,9.217e-21,3049.0,2.556e-08,CS_Current_source_load,0.9,0.4
,17.1u,90n,10u,90n,900m,400m,,1.2,7.656000000000001e-20,5796.0,4.858e-08,CS_Current_source_load,0.9,0.4
,17.1u,90n,50u,90n,900m,400m,,1.2,3.225e-19,19500.0,1.634e-07,CS_Current_source_load,0.9,0.4
,29.24u,90n,2u,90n,900m,400m,,1.2,9.217e-21,2738.0,2.167e-08,CS_Current_source_load,0.9,0.4
,29.24u,90n,10u,90n,900m,400m,,1.2,7.656000000000001e-20,4319.0,3.418e-08,CS_Current_source_load,0.9,0.4
,29.24u,90n,50u,90n,900m,400m,,1.2,3.225e-19,12210.0,9.664e-08,CS_Current_source_load,0.9,0.4
,50u,90n,2u,90n,900m,400m,,1.2,9.217e-21,2546.0,1.896e-08,CS_Current_source_load,0.9,0.4
,50u,90n,10u,90n,900m,400m,,1.2,7.656000000000001e-20,3446.0,2.567e-08,CS_Current_source_load,0.9,0.4
,50u,90n,50u,90n,900m,400m,,1.2,3.225e-19,7991.0,5.951e-08,CS_Current_source_load,0.9,0.4
,2u,90n,2u,90n,700m,660.4m,,1.2,2.412e-15,15390.0,2.267e-07,CS_Current_source_load,0.7000000000000001,0.6604
,2u,90n,10u,90n,700m,660.4m,,1.2,1.816e-14,67980.0,1.002e-06,CS_Current_source_load,0.7000000000000001,0.6604
,2u,90n,50u,90n,700m,660.4m,,1.2,7.62e-14,330400.0,4.867e-06,CS_Current_source_load,0.7000000000000001,0.6604
,3.42u,90n,2u,90n,700m,660.4m,,1.2,2.412e-15,10030.0,1.522e-07,CS_Current_source_load,0.7000000000000001,0.6604
,3.42u,90n,10u,90n,700m,660.4m,,1.2,1.816e-14,41090.0,6.235e-07,CS_Current_source_load,0.7000000000000001,0.6604
,3.42u,90n,50u,90n,700m,660.4m,,1.2,7.62e-14,196000.0,2.975e-06,CS_Current_source_load,0.7000000000000001,0.6604
,5.848u,90n,2u,90n,700m,660.4m,,1.2,2.412e-15,6846.0,1.061e-07,CS_Current_source_load,0.7000000000000001,0.6604
,5.848u,90n,10u,90n,700m,660.4m,,1.2,1.816e-14,25120.0,3.892e-07,CS_Current_source_load,0.7000000000000001,0.6604
,5.848u,90n,50u,90n,700m,660.4m,,1.2,7.62e-14,116300.0,1.802e-06,CS_Current_source_load,0.7000000000000001,0.6604
,10u,90n,2u,90n,700m,660.4m,,1.2,2.412e-15,4968.0,7.804e-08,CS_Current_source_load,0.7000000000000001,0.6604
,10u,90n,10u,90n,700m,660.4m,,1.2,1.816e-14,15700.0,2.466e-07,CS_Current_source_load,0.7000000000000001,0.6604
,10u,90n,50u,90n,700m,660.4m,,1.2,7.62e-14,69220.0,1.087e-06,CS_Current_source_load,0.7000000000000001,0.6604
,17.1u,90n,2u,90n,700m,660.4m,,1.2,2.412e-15,3745.0,5.137e-08,CS_Current_source_load,0.7000000000000001,0.6604
,17.1u,90n,10u,90n,700m,660.4m,,1.2,1.816e-14,9801.0,1.344e-07,CS_Current_source_load,0.7000000000000001,0.6604
,17.1u,90n,50u,90n,700m,660.4m,,1.2,7.62e-14,40010.0,5.489e-07,CS_Current_source_load,0.7000000000000001,0.6604
,29.24u,90n,2u,90n,700m,660.4m,,1.2,2.412e-15,3074.0,3.951e-08,CS_Current_source_load,0.7000000000000001,0.6604
,29.24u,90n,10u,90n,700m,660.4m,,1.2,1.816e-14,6552.0,8.421e-08,CS_Current_source_load,0.7000000000000001,0.6604
,29.24u,90n,50u,90n,700m,660.4m,,1.2,7.62e-14,23900.0,3.073e-07,CS_Current_source_load,0.7000000000000001,0.6604
,50u,90n,2u,90n,700m,660.4m,,1.2,2.412e-15,2673.0,3.205e-08,CS_Current_source_load,0.7000000000000001,0.6604
,50u,90n,10u,90n,700m,660.4m,,1.2,1.816e-14,4666.0,5.596e-08,CS_Current_source_load,0.7000000000000001,0.6604
,50u,90n,50u,90n,700m,660.4m,,1.2,7.62e-14,14610.0,1.752e-07,CS_Current_source_load,0.7000000000000001,0.6604
,2u,90n,2u,90n,800m,660.4m,,1.2,2.412e-15,10890.0,1.194e-07,CS_Current_source_load,0.8,0.6604
,2u,90n,10u,90n,800m,660.4m,,1.2,1.816e-14,45360.0,4.97e-07,CS_Current_source_load,0.8,0.6604
,2u,90n,50u,90n,800m,660.4m,,1.2,7.62e-14,217300.0,2.381e-06,CS_Current_source_load,0.8,0.6604
,3.42u,90n,2u,90n,800m,660.4m,,1.2,2.412e-15,7377.0,8.304e-08,CS_Current_source_load,0.8,0.6604
,3.42u,90n,10u,90n,800m,660.4m,,1.2,1.816e-14,27690.0,3.118e-07,CS_Current_source_load,0.8,0.6604
,3.42u,90n,50u,90n,800m,660.4m,,1.2,7.62e-14,129100.0,1.453e-06,CS_Current_source_load,0.8,0.6604
,5.848u,90n,2u,90n,800m,660.4m,,1.2,2.412e-15,5295.0,6.077e-08,CS_Current_source_load,0.8,0.6604
,5.848u,90n,10u,90n,800m,660.4m,,1.2,1.816e-14,17240.0,1.978e-07,CS_Current_source_load,0.8,0.6604
,5.848u,90n,50u,90n,800m,660.4m,,1.2,7.62e-14,76820.0,8.815e-07,CS_Current_source_load,0.8,0.6604
,10u,90n,2u,90n,800m,660.4m,,1.2,2.412e-15,4069.0,4.729e-08,CS_Current_source_load,0.8,0.6604
,10u,90n,10u,90n,800m,660.4m,,1.2,1.816e-14,11080.0,1.287e-07,CS_Current_source_load,0.8,0.6604
,10u,90n,50u,90n,800m,660.4m,,1.2,7.62e-14,46030.0,5.35e-07,CS_Current_source_load,0.8,0.6604
,17.1u,90n,2u,90n,800m,660.4m,,1.2,2.412e-15,3262.0,3.341e-08,CS_Current_source_load,0.8,0.6604
,17.1u,90n,10u,90n,800m,660.4m,,1.2,1.816e-14,7231.0,7.407e-08,CS_Current_source_load,0.8,0.6604
,17.1u,90n,50u,90n,800m,660.4m,,1.2,7.62e-14,27030.0,2.769e-07,CS_Current_source_load,0.8,0.6604
,29.24u,90n,2u,90n,800m,660.4m,,1.2,2.412e-15,2818.0,2.717e-08,CS_Current_source_load,0.8,0.6604
,29.24u,90n,10u,90n,800m,660.4m,,1.2,1.816e-14,5101.0,4.919e-08,CS_Current_source_load,0.8,0.6604
,29.24u,90n,50u,90n,800m,660.4m,,1.2,7.62e-14,16500.0,1.591e-07,CS_Current_source_load,0.8,0.6604
,50u,90n,2u,90n,800m,660.4m,,1.2,2.412e-15,2548.0,2.305e-08,CS_Current_source_load,0.8,0.6604
,50u,90n,10u,90n,800m,660.4m,,1.2,1.816e-14,3860.0,3.491e-08,CS_Current_source_load,0.8,0.6604
,50u,90n,50u,90n,800m,660.4m,,1.2,7.62e-14,10400.0,9.408e-08,CS_Current_source_load,0.8,0.6604
,2u,90n,2u,90n,900m,660.4m,,1.2,2.412e-15,8344.0,7.46e-08,CS_Current_source_load,0.9,0.6604
,2u,90n,10u,90n,900m,660.4m,,1.2,1.816e-14,32210.0,2.879e-07,CS_Current_source_load,0.9,0.6604
,2u,90n,50u,90n,900m,660.4m,,1.2,7.62e-14,151300.0,1.352e-06,CS_Current_source_load,0.9,0.6604
,3.42u,90n,2u,90n,900m,660.4m,,1.2,2.412e-15,5906.0,5.417e-08,CS_Current_source_load,0.9,0.6604
,3.42u,90n,10u,90n,900m,660.4m,,1.2,1.816e-14,19950.0,1.83e-07,CS_Current_source_load,0.9,0.6604
,3.42u,90n,50u,90n,900m,660.4m,,1.2,7.62e-14,90040.0,8.259e-07,CS_Current_source_load,0.9,0.6604
,5.848u,90n,2u,90n,900m,660.4m,,1.2,2.412e-15,4466.0,4.172e-08,CS_Current_source_load,0.9,0.6604
,5.848u,90n,10u,90n,900m,660.4m,,1.2,1.816e-14,12720.0,1.188e-07,CS_Current_source_load,0.9,0.6604
,5.848u,90n,50u,90n,900m,660.4m,,1.2,7.62e-14,53880.0,5.033e-07,CS_Current_source_load,0.9,0.6604
,10u,90n,2u,90n,900m,660.4m,,1.2,2.412e-15,3619.0,3.422e-08,CS_Current_source_load,0.9,0.6604
,10u,90n,10u,90n,900m,660.4m,,1.2,1.816e-14,8458.0,7.997e-08,CS_Current_source_load,0.9,0.6604
,10u,90n,50u,90n,900m,660.4m,,1.2,7.62e-14,32600.0,3.082e-07,CS_Current_source_load,0.9,0.6604
,17.1u,90n,2u,90n,900m,660.4m,,1.2,2.412e-15,3052.0,2.559e-08,CS_Current_source_load,0.9,0.6604
,17.1u,90n,10u,90n,900m,660.4m,,1.2,1.816e-14,5799.0,4.861e-08,CS_Current_source_load,0.9,0.6604
,17.1u,90n,50u,90n,900m,660.4m,,1.2,7.62e-14,19500.0,1.635e-07,CS_Current_source_load,0.9,0.6604
,29.24u,90n,2u,90n,900m,660.4m,,1.2,2.412e-15,2739.0,2.168e-08,CS_Current_source_load,0.9,0.6604
,29.24u,90n,10u,90n,900m,660.4m,,1.2,1.816e-14,4320.0,3.419e-08,CS_Current_source_load,0.9,0.6604
,29.24u,90n,50u,90n,900m,660.4m,,1.2,7.62e-14,12210.0,9.666e-08,CS_Current_source_load,0.9,0.6604
,50u,90n,2u,90n,900m,660.4m,,1.2,2.412e-15,2547.0,1.897e-08,CS_Current_source_load,0.9,0.6604
,50u,90n,10u,90n,900m,660.4m,,1.2,1.816e-14,3456.0,2.574e-08,CS_Current_source_load,0.9,0.6604
,50u,90n,50u,90n,900m,660.4m,,1.2,7.62e-14,7992.0,5.953e-08,CS_Current_source_load,0.9,0.6604
,2u,90n,2u,300n,400m,400m,,400m,4.326e-10,1171000.0,0.0001658,CS_Current_source_load,0.4,0.4
,2u,90n,10u,300n,400m,400m,,400m,2.17e-09,5862000.0,0.0008304,CS_Current_source_load,0.4,0.4
,2u,90n,50u,300n,400m,400m,,400m,8.861e-09,23970000.0,0.003404,CS_Current_source_load,0.4,0.4
,3.42u,90n,2u,300n,400m,400m,,400m,4.326e-10,695600.0,0.0001035,CS_Current_source_load,0.4,0.4
,3.42u,90n,10u,300n,400m,400m,,400m,2.17e-09,3478000.0,0.0005179,CS_Current_source_load,0.4,0.4
,3.42u,90n,50u,300n,400m,400m,,400m,8.862e-09,14220000.0,0.00212,CS_Current_source_load,0.4,0.4
,5.848u,90n,2u,300n,400m,400m,,400m,4.326e-10,411200.0,6.328e-05,CS_Current_source_load,0.4,0.4
,5.848u,90n,10u,300n,400m,400m,,400m,2.17e-09,2050000.0,0.0003156,CS_Current_source_load,0.4,0.4
,5.848u,90n,50u,300n,400m,400m,,400m,8.862e-09,8388000.0,0.001292,CS_Current_source_load,0.4,0.4
,10u,90n,2u,300n,400m,400m,,400m,4.326e-10,242700.0,3.817e-05,CS_Current_source_load,0.4,0.4
,10u,90n,10u,300n,400m,400m,,400m,2.17e-09,1208000.0,0.0001899,CS_Current_source_load,0.4,0.4
,10u,90n,50u,300n,400m,400m,,400m,8.862e-09,4931000.0,0.0007758,CS_Current_source_load,0.4,0.4
,17.1u,90n,2u,300n,400m,400m,,400m,4.326e-10,136700.0,1.754e-05,CS_Current_source_load,0.4,0.4
,17.1u,90n,10u,300n,400m,400m,,400m,2.17e-09,676100.0,8.676e-05,CS_Current_source_load,0.4,0.4
,17.1u,90n,50u,300n,400m,400m,,400m,8.862e-09,2758000.0,0.000354,CS_Current_source_load,0.4,0.4
,29.24u,90n,2u,300n,400m,400m,,400m,4.326e-10,79090.0,9.192e-06,CS_Current_source_load,0.4,0.4
,29.24u,90n,10u,300n,400m,400m,,400m,2.17e-09,387500.0,4.504e-05,CS_Current_source_load,0.4,0.4
,29.24u,90n,50u,300n,400m,400m,,400m,8.862e-09,1578000.0,0.0001834,CS_Current_source_load,0.4,0.4
,50u,90n,2u,300n,400m,400m,,400m,4.326e-10,46020.0,4.803e-06,CS_Current_source_load,0.4,0.4
,50u,90n,10u,300n,400m,400m,,400m,2.17e-09,221900.0,2.316e-05,CS_Current_source_load,0.4,0.4
,50u,90n,50u,300n,400m,400m,,400m,8.862e-09,900600.0,9.4e-05,CS_Current_source_load,0.4,0.4
,2u,90n,2u,300n,500m,400m,,400m,4.326e-10,652600.0,3.114e-05,CS_Current_source_load,0.5,0.4
,2u,90n,10u,300n,500m,400m,,400m,2.17e-09,3263000.0,0.0001557,CS_Current_source_load,0.5,0.4
,2u,90n,50u,300n,500m,400m,,400m,8.862e-09,13340000.0,0.0006368,CS_Current_source_load,0.5,0.4
,3.42u,90n,2u,300n,500m,400m,,400m,4.326e-10,387300.0,1.926e-05,CS_Current_source_load,0.5,0.4
,3.42u,90n,10u,300n,500m,400m,,400m,2.17e-09,1933000.0,9.61e-05,CS_Current_source_load,0.5,0.4
,3.42u,90n,50u,300n,500m,400m,,400m,8.862e-09,7896000.0,0.0003928,CS_Current_source_load,0.5,0.4
,5.848u,90n,2u,300n,500m,400m,,400m,4.326e-10,229200.0,1.172e-05,CS_Current_source_load,0.5,0.4
,5.848u,90n,10u,300n,500m,400m,,400m,2.17e-09,1140000.0,5.828e-05,CS_Current_source_load,0.5,0.4
,5.848u,90n,50u,300n,500m,400m,,400m,8.862e-09,4653000.0,0.000238,CS_Current_source_load,0.5,0.4
,10u,90n,2u,300n,500m,400m,,400m,4.326e-10,135600.0,7.063e-06,CS_Current_source_load,0.5,0.4
,10u,90n,10u,300n,500m,400m,,400m,2.17e-09,669200.0,3.485e-05,CS_Current_source_load,0.5,0.4
,10u,90n,50u,300n,500m,400m,,400m,8.862e-09,2734000.0,0.0001424,CS_Current_source_load,0.5,0.4
,17.1u,90n,2u,300n,500m,400m,,400m,4.326e-10,77170.0,3.374e-06,CS_Current_source_load,0.5,0.4
,17.1u,90n,10u,300n,500m,400m,,400m,2.17e-09,377300.0,1.65e-05,CS_Current_source_load,0.5,0.4
,17.1u,90n,50u,300n,500m,400m,,400m,8.862e-09,1537000.0,6.718e-05,CS_Current_source_load,0.5,0.4
,29.24u,90n,2u,300n,500m,400m,,400m,4.326e-10,45180.0,1.815e-06,CS_Current_source_load,0.5,0.4
,29.24u,90n,10u,300n,500m,400m,,400m,2.17e-09,217300.0,8.728e-06,CS_Current_source_load,0.5,0.4
,29.24u,90n,50u,300n,500m,400m,,400m,8.862e-09,881400.0,3.541e-05,CS_Current_source_load,0.5,0.4
,50u,90n,2u,300n,500m,400m,,400m,4.326e-10,26750.0,9.81e-07,CS_Current_source_load,0.5,0.4
,50u,90n,10u,300n,500m,400m,,400m,2.17e-09,125100.0,4.586e-06,CS_Current_source_load,0.5,0.4
,50u,90n,50u,300n,500m,400m,,400m,8.863e-09,504500.0,1.85e-05,CS_Current_source_load,0.5,0.4
,2u,90n,2u,300n,600m,400m,,400m,4.326e-10,375500.0,8.714e-06,CS_Current_source_load,0.6,0.4
,2u,90n,10u,300n,600m,400m,,400m,2.17e-09,1873000.0,4.348e-05,CS_Current_source_load,0.6,0.4
,2u,90n,50u,300n,600m,400m,,400m,8.862e-09,7653000.0,0.0001776,CS_Current_source_load,0.6,0.4
,3.42u,90n,2u,300n,600m,400m,,400m,4.326e-10,222600.0,5.346e-06,CS_Current_source_load,0.6,0.4
,3.42u,90n,10u,300n,600m,400m,,400m,2.17e-09,1109000.0,2.663e-05,CS_Current_source_load,0.6,0.4
,3.42u,90n,50u,300n,600m,400m,,400m,8.862e-09,4529000.0,0.0001087,CS_Current_source_load,0.6,0.4
,5.848u,90n,2u,300n,600m,400m,,400m,4.326e-10,132400.0,3.254e-06,CS_Current_source_load,0.6,0.4
,5.848u,90n,10u,300n,600m,400m,,400m,2.17e-09,654300.0,1.608e-05,CS_Current_source_load,0.6,0.4
,5.848u,90n,50u,300n,600m,400m,,400m,8.862e-09,2668000.0,6.56e-05,CS_Current_source_load,0.6,0.4
,10u,90n,2u,300n,600m,400m,,400m,4.326e-10,78720.0,1.965e-06,CS_Current_source_load,0.6,0.4
,10u,90n,10u,300n,600m,400m,,400m,2.17e-09,385300.0,9.618e-06,CS_Current_source_load,0.6,0.4
,10u,90n,50u,300n,600m,400m,,400m,8.862e-09,1568000.0,3.915e-05,CS_Current_source_load,0.6,0.4
,17.1u,90n,2u,300n,600m,400m,,400m,4.326e-10,45210.0,9.705e-07,CS_Current_source_load,0.6,0.4
,17.1u,90n,10u,300n,600m,400m,,400m,2.17e-09,217500.0,4.67e-06,CS_Current_source_load,0.6,0.4
,17.1u,90n,50u,300n,600m,400m,,400m,8.862e-09,882600.0,1.895e-05,CS_Current_source_load,0.6,0.4
,29.24u,90n,2u,300n,600m,400m,,400m,4.326e-10,26850.0,5.36e-07,CS_Current_source_load,0.6,0.4
,29.24u,90n,10u,300n,600m,400m,,400m,2.17e-09,125600.0,2.508e-06,CS_Current_source_load,0.6,0.4
,29.24u,90n,50u,300n,600m,400m,,400m,8.863e-09,506900.0,1.012e-05,CS_Current_source_load,0.6,0.4
,50u,90n,2u,300n,600m,400m,,400m,4.326e-10,16280.0,3.005e-07,CS_Current_source_load,0.6,0.4
,50u,90n,10u,300n,600m,400m,,400m,2.17e-09,72750.0,1.343e-06,CS_Current_source_load,0.6,0.4
,50u,90n,50u,300n,600m,400m,,400m,8.863e-09,290700.0,5.367e-06,CS_Current_source_load,0.6,0.4
,2u,90n,2u,300n,700m,400m,,400m,4.326e-10,229000.0,3.374e-06,CS_Current_source_load,0.7000000000000001,0.4
,2u,90n,10u,300n,700m,400m,,400m,2.17e-09,1139000.0,1.678e-05,CS_Current_source_load,0.7000000000000001,0.4
,2u,90n,50u,300n,700m,400m,,400m,8.862e-09,4651000.0,6.853e-05,CS_Current_source_load,0.7000000000000001,0.4
,3.42u,90n,2u,300n,700m,400m,,400m,4.326e-10,136200.0,2.066e-06,CS_Current_source_load,0.7000000000000001,0.4
,3.42u,90n,10u,300n,700m,400m,,400m,2.17e-09,673600.0,1.022e-05,CS_Current_source_load,0.7000000000000001,0.4
,3.42u,90n,50u,300n,700m,400m,,400m,8.862e-09,2748000.0,4.17e-05,CS_Current_source_load,0.7000000000000001,0.4
,5.848u,90n,2u,300n,700m,400m,,400m,4.326e-10,81070.0,1.256e-06,CS_Current_source_load,0.7000000000000001,0.4
,5.848u,90n,10u,300n,700m,400m,,400m,2.17e-09,397300.0,6.156e-06,CS_Current_source_load,0.7000000000000001,0.4
,5.848u,90n,50u,300n,700m,400m,,400m,8.862e-09,1618000.0,2.507e-05,CS_Current_source_load,0.7000000000000001,0.4
,10u,90n,2u,300n,700m,400m,,400m,4.326e-10,48540.0,7.624e-07,CS_Current_source_load,0.7000000000000001,0.4
,10u,90n,10u,300n,700m,400m,,400m,2.17e-09,234200.0,3.678e-06,CS_Current_source_load,0.7000000000000001,0.4
,10u,90n,50u,300n,700m,400m,,400m,8.862e-09,950500.0,1.493e-05,CS_Current_source_load,0.7000000000000001,0.4
,17.1u,90n,2u,300n,700m,400m,,400m,4.326e-10,28340.0,3.887e-07,CS_Current_source_load,0.7000000000000001,0.4
,17.1u,90n,10u,300n,700m,400m,,400m,2.17e-09,133100.0,1.826e-06,CS_Current_source_load,0.7000000000000001,0.4
,17.1u,90n,50u,300n,700m,400m,,400m,8.863e-09,537500.0,7.373e-06,CS_Current_source_load,0.7000000000000001,0.4
,29.24u,90n,2u,300n,700m,400m,,400m,4.326e-10,17200.0,2.211e-07,CS_Current_source_load,0.7000000000000001,0.4
,29.24u,90n,10u,300n,700m,400m,,400m,2.17e-09,77390.0,9.947e-07,CS_Current_source_load,0.7000000000000001,0.4
,29.24u,90n,50u,300n,700m,400m,,400m,8.863e-09,309700.0,3.98e-06,CS_Current_source_load,0.7000000000000001,0.4
,50u,90n,2u,300n,700m,400m,,400m,4.326e-10,10770.0,1.291e-07,CS_Current_source_load,0.7000000000000001,0.4
,50u,90n,10u,300n,700m,400m,,400m,2.17e-09,45260.0,5.428e-07,CS_Current_source_load,0.7000000000000001,0.4
,50u,90n,50u,300n,700m,400m,,400m,8.863e-09,178200.0,2.137e-06,CS_Current_source_load,0.7000000000000001,0.4
,2u,90n,2u,300n,800m,400m,,400m,4.326e-10,150900.0,1.653e-06,CS_Current_source_load,0.8,0.4
,2u,90n,10u,300n,800m,400m,,400m,2.17e-09,747200.0,8.187e-06,CS_Current_source_load,0.8,0.4
,2u,90n,50u,300n,800m,400m,,400m,8.862e-09,3049000.0,3.34e-05,CS_Current_source_load,0.8,0.4
,3.42u,90n,2u,300n,800m,400m,,400m,4.326e-10,89890.0,1.012e-06,CS_Current_source_load,0.8,0.4
,3.42u,90n,10u,300n,800m,400m,,400m,2.17e-09,441500.0,4.97e-06,CS_Current_source_load,0.8,0.4
,3.42u,90n,50u,300n,800m,400m,,400m,8.862e-09,1798000.0,2.024e-05,CS_Current_source_load,0.8,0.4
,5.848u,90n,2u,300n,800m,400m,,400m,4.326e-10,53800.0,6.174e-07,CS_Current_source_load,0.8,0.4
,5.848u,90n,10u,300n,800m,400m,,400m,2.17e-09,260500.0,2.989e-06,CS_Current_source_load,0.8,0.4
,5.848u,90n,50u,300n,800m,400m,,400m,8.862e-09,1058000.0,1.214e-05,CS_Current_source_load,0.8,0.4
,10u,90n,2u,300n,800m,400m,,400m,4.326e-10,32520.0,3.78e-07,CS_Current_source_load,0.8,0.4
,10u,90n,10u,300n,800m,400m,,400m,2.17e-09,153800.0,1.787e-06,CS_Current_source_load,0.8,0.4
,10u,90n,50u,300n,800m,400m,,400m,8.862e-09,621600.0,7.225e-06,CS_Current_source_load,0.8,0.4
,17.1u,90n,2u,300n,800m,400m,,400m,4.326e-10,19380.0,1.985e-07,CS_Current_source_load,0.8,0.4
,17.1u,90n,10u,300n,800m,400m,,400m,2.17e-09,87960.0,9.01e-07,CS_Current_source_load,0.8,0.4
,17.1u,90n,50u,300n,800m,400m,,400m,8.863e-09,353000.0,3.616e-06,CS_Current_source_load,0.8,0.4
,29.24u,90n,2u,300n,800m,400m,,400m,4.326e-10,12090.0,1.166e-07,CS_Current_source_load,0.8,0.4
,29.24u,90n,10u,300n,800m,400m,,400m,2.17e-09,51610.0,4.977e-07,CS_Current_source_load,0.8,0.4
,29.24u,90n,50u,300n,800m,400m,,400m,8.863e-09,204100.0,1.968e-06,CS_Current_source_load,0.8,0.4
,50u,90n,2u,300n,800m,400m,,400m,4.326e-10,7874.0,7.122e-08,CS_Current_source_load,0.8,0.4
,50u,90n,10u,300n,800m,400m,,400m,2.17e-09,30570.0,2.764e-07,CS_Current_source_load,0.8,0.4
