resistance,width1,length1,width2,length2,gate_voltage,drain_voltage,source_voltage,current_source_voltage,power,speed,gain,topology,gate_voltage_num,source_voltage_num
500,31.57u,127n,,,400m,,200m,,2.277e-05,6977000000.0,0.4967,CD_resistive_bias,0.4,0.2
500,50u,127n,,,400m,,200m,,3.536e-05,6740000000.0,0.6037,CD_resistive_bias,0.4,0.2
500,2u,127n,,,400m,,300m,,1.977e-06,6499000000.0,0.0543,CD_resistive_bias,0.4,0.3
500,3.168u,127n,,,400m,,300m,,2.978e-06,6235000000.0,0.08001,CD_resistive_bias,0.4,0.3
500,5.017u,127n,,,400m,,300m,,4.55e-06,6049000000.0,0.1177,CD_resistive_bias,0.4,0.3
500,7.946u,127n,,,400m,,300m,,7.016e-06,5914000000.0,0.1709,CD_resistive_bias,0.4,0.3
500,12.58u,127n,,,400m,,300m,,1.38e-05,7134000000.0,0.2847,CD_resistive_bias,0.4,0.3
500,19.93u,127n,,,400m,,300m,,2.123e-05,6961000000.0,0.3806,CD_resistive_bias,0.4,0.3
500,31.57u,127n,,,400m,,300m,,3.911e-05,7923000000.0,0.5277,CD_resistive_bias,0.4,0.3
500,50u,127n,,,400m,,300m,,6.146e-05,7857000000.0,0.6374,CD_resistive_bias,0.4,0.3
500,2u,127n,,,400m,,400m,,2.902e-06,7064000000.0,0.05885,CD_resistive_bias,0.4,0.4
500,3.168u,127n,,,400m,,400m,,4.378e-06,6783000000.0,0.08659,CD_resistive_bias,0.4,0.4
500,5.017u,127n,,,400m,,400m,,6.695e-06,6586000000.0,0.127,CD_resistive_bias,0.4,0.4
500,7.946u,127n,,,400m,,400m,,1.033e-05,6443000000.0,0.1837,CD_resistive_bias,0.4,0.4
500,12.58u,127n,,,400m,,400m,,2.036e-05,7785000000.0,0.3033,CD_resistive_bias,0.4,0.4
500,19.93u,127n,,,400m,,400m,,3.137e-05,7610000000.0,0.4023,CD_resistive_bias,0.4,0.4
500,31.57u,127n,,,400m,,400m,,5.804e-05,8696000000.0,0.5513,CD_resistive_bias,0.4,0.4
500,50u,127n,,,400m,,400m,,9.166e-05,8675000000.0,0.6602,CD_resistive_bias,0.4,0.4
500,2u,127n,,,500m,,200m,,5.248e-06,16650000000.0,0.1416,CD_resistive_bias,0.5,0.2
500,3.168u,127n,,,500m,,200m,,7.922e-06,16000000000.0,0.2006,CD_resistive_bias,0.5,0.2
500,5.017u,127n,,,500m,,200m,,1.204e-05,15400000000.0,0.2769,CD_resistive_bias,0.5,0.2
500,7.946u,127n,,,500m,,200m,,1.827e-05,14690000000.0,0.3673,CD_resistive_bias,0.5,0.2
500,12.58u,127n,,,500m,,200m,,3.224e-05,14870000000.0,0.4879,CD_resistive_bias,0.5,0.2
500,19.93u,127n,,,500m,,200m,,4.425e-05,11750000000.0,0.5501,CD_resistive_bias,0.5,0.2
500,31.57u,127n,,,500m,,200m,,5.825e-05,8188000000.0,0.5853,CD_resistive_bias,0.5,0.2
500,50u,127n,,,500m,,200m,,6.614e-05,5429000000.0,0.6018,CD_resistive_bias,0.5,0.2
500,2u,127n,,,500m,,300m,,8.745e-06,18450000000.0,0.1537,CD_resistive_bias,0.5,0.3
500,3.168u,127n,,,500m,,300m,,1.323e-05,17800000000.0,0.217,CD_resistive_bias,0.5,0.3
500,5.017u,127n,,,500m,,300m,,2.017e-05,17260000000.0,0.2985,CD_resistive_bias,0.5,0.3
500,7.946u,127n,,,500m,,300m,,3.082e-05,16750000000.0,0.3953,CD_resistive_bias,0.5,0.3
500,12.58u,127n,,,500m,,300m,,5.642e-05,18710000000.0,0.5382,CD_resistive_bias,0.5,0.3
500,19.93u,127n,,,500m,,300m,,8.312e-05,17240000000.0,0.6316,CD_resistive_bias,0.5,0.3
500,31.57u,127n,,,500m,,300m,,0.0001242,13510000000.0,0.6907,CD_resistive_bias,0.5,0.3
500,50u,127n,,,500m,,300m,,0.0001463,8646000000.0,0.7023,CD_resistive_bias,0.5,0.3
500,2u,127n,,,500m,,400m,,1.263e-05,19770000000.0,0.1628,CD_resistive_bias,0.5,0.4
500,3.168u,127n,,,500m,,400m,,1.914e-05,19100000000.0,0.229,CD_resistive_bias,0.5,0.4
500,5.017u,127n,,,500m,,400m,,2.924e-05,18550000000.0,0.3135,CD_resistive_bias,0.5,0.4
500,7.946u,127n,,,500m,,400m,,4.479e-05,18060000000.0,0.413,CD_resistive_bias,0.5,0.4
500,12.58u,127n,,,500m,,400m,,8.262e-05,20420000000.0,0.5588,CD_resistive_bias,0.5,0.4
500,19.93u,127n,,,500m,,400m,,0.0001232,19380000000.0,0.6559,CD_resistive_bias,0.5,0.4
500,31.57u,127n,,,500m,,400m,,0.0002004,18810000000.0,0.7494,CD_resistive_bias,0.5,0.4
500,50u,127n,,,500m,,400m,,0.0002539,12470000000.0,0.7677,CD_resistive_bias,0.5,0.4
500,2u,127n,,,500m,,500m,,1.684e-05,20880000000.0,0.1703,CD_resistive_bias,0.5,0.5
500,3.168u,127n,,,500m,,500m,,2.555e-05,20190000000.0,0.2389,CD_resistive_bias,0.5,0.5
500,5.017u,127n,,,500m,,500m,,3.909e-05,19640000000.0,0.3258,CD_resistive_bias,0.5,0.5
500,7.946u,127n,,,500m,,500m,,6.001e-05,19140000000.0,0.4272,CD_resistive_bias,0.5,0.5
500,12.58u,127n,,,500m,,500m,,0.0001113,21770000000.0,0.5744,CD_resistive_bias,0.5,0.5
500,19.93u,127n,,,500m,,500m,,0.0001669,20810000000.0,0.6713,CD_resistive_bias,0.5,0.5
500,31.57u,127n,,,500m,,500m,,0.0002777,21420000000.0,0.7704,CD_resistive_bias,0.5,0.5
500,50u,127n,,,500m,,500m,,0.0003808,16940000000.0,0.8127,CD_resistive_bias,0.5,0.5
500,2u,127n,,,600m,,200m,,1.371e-05,24180000000.0,0.2043,CD_resistive_bias,0.6,0.2
500,3.168u,127n,,,600m,,200m,,2.014e-05,21770000000.0,0.2698,CD_resistive_bias,0.6,0.2
500,5.017u,127n,,,600m,,200m,,2.879e-05,18580000000.0,0.3367,CD_resistive_bias,0.6,0.2
500,7.946u,127n,,,600m,,200m,,3.91e-05,14770000000.0,0.3953,CD_resistive_bias,0.6,0.2
500,12.58u,127n,,,600m,,200m,,5.284e-05,10920000000.0,0.442,CD_resistive_bias,0.6,0.2
500,19.93u,127n,,,600m,,200m,,6.113e-05,7585000000.0,0.4688,CD_resistive_bias,0.6,0.2
500,31.57u,127n,,,600m,,200m,,6.867e-05,4990000000.0,0.4818,CD_resistive_bias,0.6,0.2
500,50u,127n,,,600m,,200m,,7.281e-05,3248000000.0,0.4903,CD_resistive_bias,0.6,0.2
500,2u,127n,,,600m,,300m,,2.362e-05,30890000000.0,0.242,CD_resistive_bias,0.6,0.3
500,3.168u,127n,,,600m,,300m,,3.56e-05,29500000000.0,0.326,CD_resistive_bias,0.6,0.3
500,5.017u,127n,,,600m,,300m,,5.332e-05,27530000000.0,0.4183,CD_resistive_bias,0.6,0.3
500,7.946u,127n,,,600m,,300m,,7.756e-05,23810000000.0,0.4998,CD_resistive_bias,0.6,0.3
500,12.58u,127n,,,600m,,300m,,0.0001136,17780000000.0,0.5539,CD_resistive_bias,0.6,0.3
500,19.93u,127n,,,600m,,300m,,0.0001349,12020000000.0,0.5786,CD_resistive_bias,0.6,0.3
500,31.57u,127n,,,600m,,300m,,0.0001535,7701000000.0,0.5876,CD_resistive_bias,0.6,0.3
500,50u,127n,,,600m,,300m,,0.0001634,4958000000.0,0.5941,CD_resistive_bias,0.6,0.3
500,2u,127n,,,600m,,400m,,3.394e-05,33380000000.0,0.2554,CD_resistive_bias,0.6,0.4
500,3.168u,127n,,,600m,,400m,,5.138e-05,32240000000.0,0.3442,CD_resistive_bias,0.6,0.4
500,5.017u,127n,,,600m,,400m,,7.774e-05,31000000000.0,0.4444,CD_resistive_bias,0.6,0.4
500,7.946u,127n,,,600m,,400m,,0.0001165,29290000000.0,0.5458,CD_resistive_bias,0.6,0.4
500,12.58u,127n,,,600m,,400m,,0.0001882,25850000000.0,0.6338,CD_resistive_bias,0.6,0.4
500,19.93u,127n,,,600m,,400m,,0.0002338,17240000000.0,0.6566,CD_resistive_bias,0.6,0.4
500,31.57u,127n,,,600m,,400m,,0.0002712,10650000000.0,0.6611,CD_resistive_bias,0.6,0.4
500,50u,127n,,,600m,,400m,,0.0002897,6738000000.0,0.6646,CD_resistive_bias,0.6,0.4
500,2u,127n,,,600m,,500m,,4.494e-05,35160000000.0,0.2652,CD_resistive_bias,0.6,0.5
500,3.168u,127n,,,600m,,500m,,6.82e-05,34030000000.0,0.3561,CD_resistive_bias,0.6,0.5
500,5.017u,127n,,,600m,,500m,,0.0001036,32900000000.0,0.4585,CD_resistive_bias,0.6,0.5
500,7.946u,127n,,,600m,,500m,,0.0001563,31570000000.0,0.5629,CD_resistive_bias,0.6,0.5
500,12.58u,127n,,,600m,,500m,,0.0002648,32160000000.0,0.6775,CD_resistive_bias,0.6,0.5
500,19.93u,127n,,,600m,,500m,,0.0003519,23460000000.0,0.7153,CD_resistive_bias,0.6,0.5
500,31.57u,127n,,,600m,,500m,,0.0004202,13890000000.0,0.7151,CD_resistive_bias,0.6,0.5
500,50u,127n,,,600m,,500m,,0.0004517,8617000000.0,0.716,CD_resistive_bias,0.6,0.5
500,2u,127n,,,600m,,600m,,5.654e-05,36650000000.0,0.2731,CD_resistive_bias,0.6,0.6
500,3.168u,127n,,,600m,,600m,,8.597e-05,35530000000.0,0.3658,CD_resistive_bias,0.6,0.6
500,5.017u,127n,,,600m,,600m,,0.0001309,34440000000.0,0.4696,CD_resistive_bias,0.6,0.6
500,7.946u,127n,,,600m,,600m,,0.0001984,33200000000.0,0.5748,CD_resistive_bias,0.6,0.6
500,12.58u,127n,,,600m,,600m,,0.0003415,35050000000.0,0.6943,CD_resistive_bias,0.6,0.6
500,19.93u,127n,,,600m,,600m,,0.0004778,29750000000.0,0.7562,CD_resistive_bias,0.6,0.6
500,31.57u,127n,,,600m,,600m,,0.0005988,17560000000.0,0.757,CD_resistive_bias,0.6,0.6
500,50u,127n,,,600m,,600m,,0.0006485,10600000000.0,0.755,CD_resistive_bias,0.6,0.6
500,2u,127n,,,700m,,200m,,2.239e-05,21240000000.0,0.194,CD_resistive_bias,0.7000000000000001,0.2
500,3.168u,127n,,,700m,,200m,,3.097e-05,17740000000.0,0.2445,CD_resistive_bias,0.7000000000000001,0.2
500,5.017u,127n,,,700m,,200m,,4.075e-05,14010000000.0,0.2917,CD_resistive_bias,0.7000000000000001,0.2
500,7.946u,127n,,,700m,,200m,,5.05e-05,10440000000.0,0.3299,CD_resistive_bias,0.7000000000000001,0.2
500,12.58u,127n,,,700m,,200m,,6.122e-05,7353000000.0,0.3574,CD_resistive_bias,0.7000000000000001,0.2
500,19.93u,127n,,,700m,,200m,,6.727e-05,4983000000.0,0.3747,CD_resistive_bias,0.7000000000000001,0.2
500,31.57u,127n,,,700m,,200m,,7.239e-05,3230000000.0,0.3817,CD_resistive_bias,0.7000000000000001,0.2
500,50u,127n,,,700m,,200m,,7.52e-05,2084000000.0,0.3871,CD_resistive_bias,0.7000000000000001,0.2
500,2u,127n,,,700m,,300m,,4.327e-05,33410000000.0,0.2641,CD_resistive_bias,0.7000000000000001,0.3
500,3.168u,127n,,,700m,,300m,,6.241e-05,28670000000.0,0.3312,CD_resistive_bias,0.7000000000000001,0.3
500,5.017u,127n,,,700m,,300m,,8.57e-05,22710000000.0,0.3895,CD_resistive_bias,0.7000000000000001,0.3
500,7.946u,127n,,,700m,,300m,,0.0001096,16640000000.0,0.433,CD_resistive_bias,0.7000000000000001,0.3
500,12.58u,127n,,,700m,,300m,,0.000136,11450000000.0,0.4616,CD_resistive_bias,0.7000000000000001,0.3
500,19.93u,127n,,,700m,,300m,,0.0001505,7662000000.0,0.4783,CD_resistive_bias,0.7000000000000001,0.3
500,31.57u,127n,,,700m,,300m,,0.0001626,4914000000.0,0.4839,CD_resistive_bias,0.7000000000000001,0.3
500,50u,127n,,,700m,,300m,,0.0001691,3153000000.0,0.4885,CD_resistive_bias,0.7000000000000001,0.3
500,2u,127n,,,700m,,400m,,6.42e-05,41120000000.0,0.3022,CD_resistive_bias,0.7000000000000001,0.4
500,3.168u,127n,,,700m,,400m,,9.579e-05,38140000000.0,0.3899,CD_resistive_bias,0.7000000000000001,0.4
500,5.017u,127n,,,700m,,400m,,0.0001386,32450000000.0,0.4663,CD_resistive_bias,0.7000000000000001,0.4
500,7.946u,127n,,,700m,,400m,,0.000186,24070000000.0,0.5151,CD_resistive_bias,0.7000000000000001,0.4
500,12.58u,127n,,,700m,,400m,,0.0002381,15990000000.0,0.5407,CD_resistive_bias,0.7000000000000001,0.4
500,19.93u,127n,,,700m,,400m,,0.000266,10510000000.0,0.5554,CD_resistive_bias,0.7000000000000001,0.4
500,31.57u,127n,,,700m,,400m,,0.0002884,6652000000.0,0.5587,CD_resistive_bias,0.7000000000000001,0.4
500,50u,127n,,,700m,,400m,,0.0003003,4243000000.0,0.5621,CD_resistive_bias,0.7000000000000001,0.4
500,2u,127n,,,700m,,500m,,8.53e-05,44300000000.0,0.317,CD_resistive_bias,0.7000000000000001,0.5
500,3.168u,127n,,,700m,,500m,,0.0001285,42350000000.0,0.413,CD_resistive_bias,0.7000000000000001,0.5
500,5.017u,127n,,,700m,,500m,,0.0001912,39430000000.0,0.5103,CD_resistive_bias,0.7000000000000001,0.5
500,7.946u,127n,,,700m,,500m,,0.0002718,32370000000.0,0.5797,CD_resistive_bias,0.7000000000000001,0.5
500,12.58u,127n,,,700m,,500m,,0.000365,21190000000.0,0.6039,CD_resistive_bias,0.7000000000000001,0.5
500,19.93u,127n,,,700m,,500m,,0.0004127,13570000000.0,0.615,CD_resistive_bias,0.7000000000000001,0.5
500,31.57u,127n,,,700m,,500m,,0.0004495,8454000000.0,0.6159,CD_resistive_bias,0.7000000000000001,0.5
500,50u,127n,,,700m,,500m,,0.0004689,5356000000.0,0.618,CD_resistive_bias,0.7000000000000001,0.5
500,2u,127n,,,700m,,600m,,0.0001073,46420000000.0,0.3268,CD_resistive_bias,0.7000000000000001,0.6
500,3.168u,127n,,,700m,,600m,,0.0001623,44680000000.0,0.4254,CD_resistive_bias,0.7000000000000001,0.6
500,5.017u,127n,,,700m,,600m,,0.0002436,42530000000.0,0.5278,CD_resistive_bias,0.7000000000000001,0.6
500,7.946u,127n,,,700m,,600m,,0.0003572,38770000000.0,0.6189,CD_resistive_bias,0.7000000000000001,0.6
500,12.58u,127n,,,700m,,600m,,0.0005132,27320000000.0,0.6561,CD_resistive_bias,0.7000000000000001,0.6
500,19.93u,127n,,,700m,,600m,,0.0005895,16960000000.0,0.6632,CD_resistive_bias,0.7000000000000001,0.6
500,31.57u,127n,,,700m,,600m,,0.0006462,10340000000.0,0.6615,CD_resistive_bias,0.7000000000000001,0.6
500,50u,127n,,,700m,,600m,,0.0006745,6493000000.0,0.662,CD_resistive_bias,0.7000000000000001,0.6
500,2u,127n,,,700m,,700m,,0.0001301,48150000000.0,0.3347,CD_resistive_bias,0.7000000000000001,0.7000000000000001
500,3.168u,127n,,,700m,,700m,,0.0001974,46500000000.0,0.4349,CD_resistive_bias,0.7000000000000001,0.7000000000000001
500,5.017u,127n,,,700m,,700m,,0.0002977,44570000000.0,0.539,CD_resistive_bias,0.7000000000000001,0.7000000000000001
500,7.946u,127n,,,700m,,700m,,0.0004414,41830000000.0,0.6353,CD_resistive_bias,0.7000000000000001,0.7000000000000001
500,12.58u,127n,,,700m,,700m,,0.0006756,34260000000.0,0.6996,CD_resistive_bias,0.7000000000000001,0.7000000000000001
500,19.93u,127n,,,700m,,700m,,0.0007946,20750000000.0,0.703,CD_resistive_bias,0.7000000000000001,0.7000000000000001
500,31.57u,127n,,,700m,,700m,,0.0008774,12310000000.0,0.6983,CD_resistive_bias,0.7000000000000001,0.7000000000000001
500,50u,127n,,,700m,,700m,,0.0009172,7657000000.0,0.6974,CD_resistive_bias,0.7000000000000001,0.7000000000000001
500,2u,127n,,,800m,,200m,,2.895e-05,16980000000.0,0.1674,CD_resistive_bias,0.8,0.2
500,3.168u,127n,,,800m,,200m,,3.824e-05,13650000000.0,0.2055,CD_resistive_bias,0.8,0.2
500,5.017u,127n,,,800m,,200m,,4.782e-05,10380000000.0,0.2392,CD_resistive_bias,0.8,0.2
500,7.946u,127n,,,800m,,200m,,5.656e-05,7527000000.0,0.2665,CD_resistive_bias,0.8,0.2
500,12.58u,127n,,,800m,,200m,,6.537e-05,5175000000.0,0.2845,CD_resistive_bias,0.8,0.2
500,19.93u,127n,,,800m,,200m,,7.021e-05,3457000000.0,0.2965,CD_resistive_bias,0.8,0.2
500,31.57u,127n,,,800m,,200m,,7.416e-05,2223000000.0,0.3007,CD_resistive_bias,0.8,0.2
500,50u,127n,,,800m,,200m,,7.632e-05,1427000000.0,0.3043,CD_resistive_bias,0.8,0.2
500,2u,127n,,,800m,,300m,,5.986e-05,27340000000.0,0.2358,CD_resistive_bias,0.8,0.3
500,3.168u,127n,,,800m,,300m,,8.141e-05,21850000000.0,0.2859,CD_resistive_bias,0.8,0.3
500,5.017u,127n,,,800m,,300m,,0.0001043,16410000000.0,0.3276,CD_resistive_bias,0.8,0.3
500,7.946u,127n,,,800m,,300m,,0.0001253,11700000000.0,0.3585,CD_resistive_bias,0.8,0.3
500,12.58u,127n,,,800m,,300m,,0.0001462,7947000000.0,0.3782,CD_resistive_bias,0.8,0.3
500,19.93u,127n,,,800m,,300m,,0.0001576,5268000000.0,0.3906,CD_resistive_bias,0.8,0.3
500,31.57u,127n,,,800m,,300m,,0.0001667,3366000000.0,0.3941,CD_resistive_bias,0.8,0.3
500,50u,127n,,,800m,,300m,,0.0001717,2153000000.0,0.3975,CD_resistive_bias,0.8,0.3
500,2u,127n,,,800m,,400m,,9.554e-05,38570000000.0,0.2945,CD_resistive_bias,0.8,0.4
500,3.168u,127n,,,800m,,400m,,0.0001349,31470000000.0,0.3553,CD_resistive_bias,0.8,0.4
500,5.017u,127n,,,800m,,400m,,0.0001784,23440000000.0,0.4025,CD_resistive_bias,0.8,0.4
500,7.946u,127n,,,800m,,400m,,0.0002187,16360000000.0,0.4347,CD_resistive_bias,0.8,0.4
500,12.58u,127n,,,800m,,400m,,0.0002584,10860000000.0,0.4525,CD_resistive_bias,0.8,0.4
500,19.93u,127n,,,800m,,400m,,0.0002794,7145000000.0,0.4644,CD_resistive_bias,0.8,0.4
500,31.57u,127n,,,800m,,400m,,0.0002961,4533000000.0,0.4667,CD_resistive_bias,0.8,0.4
500,50u,127n,,,800m,,400m,,0.0003051,2888000000.0,0.4694,CD_resistive_bias,0.8,0.4
500,2u,127n,,,800m,,500m,,0.0001311,46960000000.0,0.3331,CD_resistive_bias,0.8,0.5
500,3.168u,127n,,,800m,,500m,,0.0001921,41230000000.0,0.4121,CD_resistive_bias,0.8,0.5
500,5.017u,127n,,,800m,,500m,,0.0002651,31640000000.0,0.4668,CD_resistive_bias,0.8,0.5
500,7.946u,127n,,,800m,,500m,,0.0003342,21710000000.0,0.4989,CD_resistive_bias,0.8,0.5
500,12.58u,127n,,,800m,,500m,,0.0004009,14000000000.0,0.5139,CD_resistive_bias,0.8,0.5
500,19.93u,127n,,,800m,,500m,,0.0004351,9073000000.0,0.5233,CD_resistive_bias,0.8,0.5
500,31.57u,127n,,,800m,,500m,,0.0004622,5724000000.0,0.5246,CD_resistive_bias,0.8,0.5
500,50u,127n,,,800m,,500m,,0.0004765,3633000000.0,0.5265,CD_resistive_bias,0.8,0.5
500,2u,127n,,,800m,,600m,,0.0001661,50860000000.0,0.3499,CD_resistive_bias,0.8,0.6
500,3.168u,127n,,,800m,,600m,,0.0002479,47590000000.0,0.4444,CD_resistive_bias,0.8,0.6
500,5.017u,127n,,,800m,,600m,,0.0003572,40230000000.0,0.5202,CD_resistive_bias,0.8,0.6
500,7.946u,127n,,,800m,,600m,,0.0004679,27950000000.0,0.5542,CD_resistive_bias,0.8,0.6
500,12.58u,127n,,,800m,,600m,,0.0005722,17400000000.0,0.5652,CD_resistive_bias,0.8,0.6
500,19.93u,127n,,,800m,,600m,,0.000625,11120000000.0,0.5726,CD_resistive_bias,0.8,0.6
500,31.57u,127n,,,800m,,600m,,0.0006649,6943000000.0,0.5721,CD_resistive_bias,0.8,0.6
500,50u,127n,,,800m,,600m,,0.0006859,4388000000.0,0.573,CD_resistive_bias,0.8,0.6
500,2u,127n,,,800m,,700m,,0.0002021,53280000000.0,0.3601,CD_resistive_bias,0.8,0.7000000000000001
500,3.168u,127n,,,800m,,700m,,0.0003035,50700000000.0,0.4591,CD_resistive_bias,0.8,0.7000000000000001
500,5.017u,127n,,,800m,,700m,,0.0004471,46440000000.0,0.553,CD_resistive_bias,0.8,0.7000000000000001
500,7.946u,127n,,,800m,,700m,,0.0006141,35000000000.0,0.6022,CD_resistive_bias,0.8,0.7000000000000001
500,12.58u,127n,,,800m,,700m,,0.0007722,21180000000.0,0.6093,CD_resistive_bias,0.8,0.7000000000000001
500,19.93u,127n,,,800m,,700m,,0.000848,13270000000.0,0.6139,CD_resistive_bias,0.8,0.7000000000000001
500,31.57u,127n,,,800m,,700m,,0.000904,8191000000.0,0.6116,CD_resistive_bias,0.8,0.7000000000000001
500,50u,127n,,,800m,,700m,,0.0009333,5153000000.0,0.6116,CD_resistive_bias,0.8,0.7000000000000001
500,2u,127n,,,800m,,800m,,0.000239,55190000000.0,0.3679,CD_resistive_bias,0.8,0.8
500,3.168u,127n,,,800m,,800m,,0.0003605,52850000000.0,0.4691,CD_resistive_bias,0.8,0.8
500,5.017u,127n,,,800m,,800m,,0.000536,49610000000.0,0.5682,CD_resistive_bias,0.8,0.8
500,7.946u,127n,,,800m,,800m,,0.0007635,42000000000.0,0.6409,CD_resistive_bias,0.8,0.8
500,12.58u,127n,,,800m,,800m,,0.0009979,25430000000.0,0.6477,CD_resistive_bias,0.8,0.8
500,19.93u,127n,,,800m,,800m,,0.001104,15550000000.0,0.6493,CD_resistive_bias,0.8,0.8
500,31.57u,127n,,,800m,,800m,,0.001179,9472000000.0,0.645,CD_resistive_bias,0.8,0.8
500,50u,127n,,,800m,,800m,,0.001218,5929000000.0,0.6442,CD_resistive_bias,0.8,0.8
500,2u,127n,,,900m,,200m,,3.371e-05,13430000000.0,0.1397,CD_resistive_bias,0.9,0.2
500,3.168u,127n,,,900m,,200m,,4.311e-05,10510000000.0,0.1685,CD_resistive_bias,0.9,0.2
500,5.017u,127n,,,900m,,200m,,5.225e-05,7805000000.0,0.1932,CD_resistive_bias,0.9,0.2
500,7.946u,127n,,,900m,,200m,,6.015e-05,5552000000.0,0.213,CD_resistive_bias,0.9,0.2
500,12.58u,127n,,,900m,,200m,,6.774e-05,3758000000.0,0.2254,CD_resistive_bias,0.9,0.2
500,19.93u,127n,,,900m,,200m,,7.186e-05,2488000000.0,0.2339,CD_resistive_bias,0.9,0.2
500,31.57u,127n,,,900m,,200m,,7.515e-05,1592000000.0,0.2365,CD_resistive_bias,0.9,0.2
500,50u,127n,,,900m,,200m,,7.695e-05,1018000000.0,0.2389,CD_resistive_bias,0.9,0.2
500,2u,127n,,,900m,,300m,,7.183e-05,21350000000.0,0.2007,CD_resistive_bias,0.9,0.3
500,3.168u,127n,,,900m,,300m,,9.383e-05,16580000000.0,0.239,CD_resistive_bias,0.9,0.3
500,5.017u,127n,,,900m,,300m,,0.0001154,12170000000.0,0.27,CD_resistive_bias,0.9,0.3
500,7.946u,127n,,,900m,,300m,,0.0001341,8538000000.0,0.293,CD_resistive_bias,0.9,0.3
500,12.58u,127n,,,900m,,300m,,0.0001519,5740000000.0,0.3073,CD_resistive_bias,0.9,0.3
500,19.93u,127n,,,900m,,300m,,0.0001615,3777000000.0,0.3166,CD_resistive_bias,0.9,0.3
500,31.57u,127n,,,900m,,300m,,0.000169,2405000000.0,0.3188,CD_resistive_bias,0.9,0.3
500,50u,127n,,,900m,,300m,,0.0001731,1535000000.0,0.3211,CD_resistive_bias,0.9,0.3
500,2u,127n,,,900m,,400m,,0.0001197,30660000000.0,0.2568,CD_resistive_bias,0.9,0.4
500,3.168u,127n,,,900m,,400m,,0.0001603,23560000000.0,0.3025,CD_resistive_bias,0.9,0.4
500,5.017u,127n,,,900m,,400m,,0.000201,17030000000.0,0.3377,CD_resistive_bias,0.9,0.4
500,7.946u,127n,,,900m,,400m,,0.0002362,11770000000.0,0.3619,CD_resistive_bias,0.9,0.4
500,12.58u,127n,,,900m,,400m,,0.0002691,7782000000.0,0.375,CD_resistive_bias,0.9,0.4
500,19.93u,127n,,,900m,,400m,,0.0002866,5101000000.0,0.3846,CD_resistive_bias,0.9,0.4
500,31.57u,127n,,,900m,,400m,,0.0003003,3232000000.0,0.3859,CD_resistive_bias,0.9,0.4
500,50u,127n,,,900m,,400m,,0.0003077,2056000000.0,0.3878,CD_resistive_bias,0.9,0.4
500,2u,127n,,,900m,,500m,,0.0001725,40790000000.0,0.3073,CD_resistive_bias,0.9,0.5
500,3.168u,127n,,,900m,,500m,,0.0002385,31760000000.0,0.3601,CD_resistive_bias,0.9,0.5
500,5.017u,127n,,,900m,,500m,,0.0003063,22570000000.0,0.3976,CD_resistive_bias,0.9,0.5
500,7.946u,127n,,,900m,,500m,,0.0003649,15290000000.0,0.4216,CD_resistive_bias,0.9,0.5
500,12.58u,127n,,,900m,,500m,,0.0004188,9933000000.0,0.4329,CD_resistive_bias,0.9,0.5
500,19.93u,127n,,,900m,,500m,,0.0004471,6445000000.0,0.4408,CD_resistive_bias,0.9,0.5
500,31.57u,127n,,,900m,,500m,,0.000469,4071000000.0,0.4417,CD_resistive_bias,0.9,0.5
500,50u,127n,,,900m,,500m,,0.0004807,2582000000.0,0.4431,CD_resistive_bias,0.9,0.5
500,2u,127n,,,900m,,600m,,0.0002253,49370000000.0,0.3457,CD_resistive_bias,0.9,0.6
500,3.168u,127n,,,900m,,600m,,0.0003229,40670000000.0,0.4116,CD_resistive_bias,0.9,0.6
500,5.017u,127n,,,900m,,600m,,0.0004281,29040000000.0,0.4516,CD_resistive_bias,0.9,0.6
500,7.946u,127n,,,900m,,600m,,0.0005188,19200000000.0,0.4742,CD_resistive_bias,0.9,0.6
500,12.58u,127n,,,900m,,600m,,0.0006006,12200000000.0,0.4828,CD_resistive_bias,0.9,0.6
500,19.93u,127n,,,900m,,600m,,0.0006427,7844000000.0,0.4891,CD_resistive_bias,0.9,0.6
500,31.57u,127n,,,900m,,600m,,0.0006749,4925000000.0,0.4888,CD_resistive_bias,0.9,0.6
500,50u,127n,,,900m,,600m,,0.000692,3114000000.0,0.4895,CD_resistive_bias,0.9,0.6
500,2u,127n,,,900m,,700m,,0.0002767,54030000000.0,0.365,CD_resistive_bias,0.9,0.7000000000000001
500,3.168u,127n,,,900m,,700m,,0.0004071,48470000000.0,0.451,CD_resistive_bias,0.9,0.7000000000000001
500,5.017u,127n,,,900m,,700m,,0.0005612,36370000000.0,0.5004,CD_resistive_bias,0.9,0.7000000000000001
500,7.946u,127n,,,900m,,700m,,0.0006957,23620000000.0,0.5209,CD_resistive_bias,0.9,0.7000000000000001
500,12.58u,127n,,,900m,,700m,,0.0008142,14610000000.0,0.5264,CD_resistive_bias,0.9,0.7000000000000001
500,19.93u,127n,,,900m,,700m,,0.0008731,9288000000.0,0.5308,CD_resistive_bias,0.9,0.7000000000000001
500,31.57u,127n,,,900m,,700m,,0.0009181,5793000000.0,0.5292,CD_resistive_bias,0.9,0.7000000000000001
500,50u,127n,,,900m,,700m,,0.0009417,3651000000.0,0.5292,CD_resistive_bias,0.9,0.7000000000000001
500,2u,127n,,,900m,,800m,,0.0003287,56740000000.0,0.3759,CD_resistive_bias,0.9,0.8
